prompt,prompt_len,target
"Seeing Their Gains at Risk, Shiites Flock to Join Militias.",15,1
New Turmoil in Egypt Greets Mixed Verdict for Mubarak.,13,1
Canada: Thieves in Quebec Grab a Tiger by the Trailer.,13,0
2 States Had Primary Elections This Week. Here’s What We Learned. .,17,0
Mayor’s Housing Offer Sets Off Row in Jerusalem.,12,1
Hillary Clinton’s Candidacy Reveals Generational Schism Among Women.,15,1
"Expanding Control, Taliban Refresh Stamp on Afghan Justice.",11,0
Protests Over Government and Economy Roil Bosnia.,11,0
"For Texas Pilot, Rage Simmered With Few Hints.",13,1
"As ISIS Is Driven From Iraq, Sunnis Remain Alienated.",14,1
Jordan Protesters Dream of Shift to King’s Brother.,13,0
Pressure Rises on Hamas as Patrons’ Support Fades.,13,1
The Thorny Path to a National Black Museum.,11,1
Kim Jong-un Says North Korea Is Preparing to Test Long-Range Missile.,17,0
"Michael Novak, Catholic Scholar Who Championed Capitalism, Dies at 83.",17,0
"Charles Bradley, a Late-in-Life Soul Music Star, Dies at 68.",20,0
Exiled Pedophile Priest May Have Continued Abuse.,11,0
Joe Biden’s Non-Radical 1960s.,15,1
"Republicans Alter Script on Abortion, Seeking to Shift Debate.",12,1
Russian Finance Minister Says Political Change Is Needed.,10,0
Contractors Tied to Effort to Track and Kill Militants.,13,1
"Asma Jahangir, Fearless Pakistani Rights Activist, Dies at 66.",20,0
2 Diplomats Met Uneven Fates in Benghazi Uproar.,16,0
Gay Marriage Case Caps Cincinnati’s Shift From Conservative Past.,13,1
Indonesian Agency Says Missing AirAsia Jet Probably Sank.,12,1
"Edwin Gaustad, Religious Historian, Is Dead at 87.",16,0
Discord Fills Washington on Possible Libya Intervention.,10,1
Changes Are Approved to Ease Germans’ Costs for Welfare Programs.,13,0
Justices to Hear Case Over Drugs Used in Executions.,14,1
Court Under Roberts Is Most Conservative in Decades.,11,1
"North Korea Starts Dismantling Key Missile Facilities, Report Says.",14,0
Ferry Disaster That United South Korea Now Polarizes It.,12,0
Mueller Objected to Barr’s Description of Russia Investigation’s Findings on Trump.,19,1
"Hajj Prep: Search Soul, Buy Sturdy Shoes, Pay the Dentist.",16,0
Israel Says Iran Is Behind Bombs.,8,1
"Evangelicals See Donald Trump as Man of Conviction, if Not Faith.",17,1
"An Israeli Settler, a Dead Palestinian and the Crux of the Conflict.",17,0
"Maryland’s Governor, a Republican, Is Willing to Spar With Trump for Supplies.",18,0
Israeli Leader Is Forced to Retreat on African Migrant Deal.,12,0
"In Clinton Emails on Benghazi, a Rare Glimpse at Her Concerns.",17,1
Lincoln Bucks Tide; Business Leaders Win in California.,11,1
El Salvador Recognizes China in Blow to Taiwan.,11,0
Georgia Killing Puts Spotlight on a Police Force’s Troubled History.,15,1
Obama Ends Exemption for Cubans Who Arrive Without Visas.,12,1
Ivanka Trump Tests Her Diplomatic Chops and Riles a Legion of Critics.,17,0
Prince William Starts Job as Air Ambulance Pilot.,10,0
"Strafing Mock Targets, but Holding Fire, Too.",13,0
Trump and His Lawyers Embrace a Vision of Vast Executive Power.,13,1
Russia Seeks Release of Woman Accused of Being Covert Agent.,15,0
Turkish Pianist Is Accused of Insulting Islam.,13,0
A Vote That Flew in the Face of Fear Itself.,13,1
"Ted Cruz Showed Eloquence, and Limits, as Debater at Princeton.",17,1
P.R.I. Closes In on Narrow Victory in State of Mexico Governor’s Race.,21,0
U.S. Arms for Taiwan Send Beijing a Message.,13,0
Saudi Prince’s White House Visit Reinforces Trump’s Commitment to Heir Apparent.,18,0
Coronavirus Drives the U.S. and China Deeper Into Global Power Struggle.,16,0
"Bill H. Dana, Pilot Who Outflew Bullets and Touched Space for NASA, Dies at 83.",25,0
"Bibi Andersson, Luminous Presence in Bergman Films, Dies at 83.",18,0
NATO Set to Ratify Pledge on Joint Defense in Case of Major Cyberattack.,17,0
"As Shutdown Drags On, Some Step Up to Help Unpaid Federal Workers.",17,1
"At Town Halls, Doses of Fury and a Bottle of Tums.",16,1
Vatican’s Bureaucracy Tests Even the Infallible.,13,1
Medicare Rises as Prime Election Issue.,8,1
F.B.I. Employees With Ties Abroad See Security Bias .,15,1
Jimmy Savile Inquiry Accuses BBC of Failing to Report Sexual Abuse.,15,0
"Hezbollah Commits to an
All-Out Fight to
Save Assad.",20,1
"Mahathir Mohamad, Malaysia’s Prime Minister, Resigns.",15,0
"On Sundays in Senegal, Surf’s Up for the Sheep.",14,0
Activists Feel Powerful Wrath as Russia Guards Its Arctic Claims.,13,1
Obama Set to Offer Stricter Nuclear Deal to Iran.,12,0
Sandra Bland’s Mother Files Wrongful-Death Lawsuit.,14,0
Two Sides Claim Victory as Syrian Troops Flee Hospital.,12,0
Trump Immigration Policies Pose Conflict for Police in ‘Sanctuary Cities’.,14,0
Russia Says Burnt Body May Belong to Militant.,11,0
Iran Again Chided on Human Rights Amid Efforts to Reach Nuclear Deal.,15,0
Party of South Korea’s President Loses Majority in Parliament.,14,0
Nigerian Television Becomes Front for U.S. in Terrorism Fight.,14,1
India Adopts the Tactic of Authoritarians: Shutting Down the Internet.,18,0
"In Haiti, Capital Braces for a Cholera Outbreak.",12,1
Donald Trump Wins South Carolina Primary; Cruz and Rubio Vie for 2nd.,17,1
Ahmadinejad Cheers Exit Of Mubarak.,9,0
Health Care Vote Only a Part of Democrats’ Vulnerability.,12,0
"As Turks Challenge Their Leader’s Power, He Tries to Expand It.",16,1
Petraeus Sees Military Progress in Afghanistan.,9,0
"Salvatore Riina, Italian Mafia’s ‘Boss of Bosses,’ Dies at 87.",22,0
Chinese Media’s Attacks on Apple and N.B.A. Help Inflame Nationalism.,20,0
"For Seoul’s Poor, Class Strife in ‘Parasite’ Is Daily Reality.",19,0
Texas County’s Racial Past Is Seen as Prelude to Sandra Bland’s Death.,18,1
Trump Jr. Was Told in Email of Russian Effort to Aid Campaign.,15,1
"For Those Who Remain in Syria, Daily Life Is a Nightmare.",14,1
The New Protesters Defying Donald Trump: His Customers.,13,1
U.N. Report on Congo Massacres Draws Anger.,13,0
"Russia Has Restarted Low-Yield Nuclear Tests, U.S. Believes.",18,0
Trump Rattles South Korea by Saying It Should Pay for Antimissile System.,16,0
Captain of Ship That Capsized Off Italy in ’12 Is Convicted .,18,0
Pope’s Trip to Brazil Seen as ‘Strong Start’ in Revitalizing Church.,18,0
Russia Revives the Namesake of ‘Uncle Joe’.,12,0
"With Grief and Hope, Florida Students Take Gun Control Fight On the Road.",16,1
How Juan Guaidó Rose From Being Virtually Unknown to Lead Venezuela’s Opposition.,18,0
"2 by 2, or Not, Zoo Animals Escape Flood.",14,1
AIDS Funds Frozen for China in Grant Dispute.,10,0
"Seconds After Release From Jail, Russia Arrests Aleksei Navalny Again.",16,0
Fights in Court as Police Accounts Favor Mubarak.,11,0
"Despite Efforts, Ted Cruz Was Unable to Steer Half Sister Back on Track.",16,1
"Search for Missing Malaysia Airlines Jet to Move Southwest, Officials Say.",14,0
White Supremacists Extend Their Reach Through Websites.,10,1
"A Superstar Televangelist in Pakistan Divides, Then Repents.",16,0
Romney Is Focus as Battle in G.O.P. Takes Sharp Edge.,18,1
"A Sanders Voter, Weary of Debt at 29: ‘I Have Nothing to Lose’.",21,1
Hastert Case Is Said to Be Linked to Decades-Old Sexual Abuse.,17,1
‘Stop Sanders’ Democrats Are Agonizing Over His Momentum.,14,1
U.S. Withholds $65 Million From U.N. Relief Agency for Palestinians.,21,0
Turkish Border Is Crucial Link in Syrian Conflict.,10,1
France Battling Islamists in Mali.,9,1
"A Campaign, a Murder, a Legacy: Robert F. Kennedy’s California Story.",19,0
"For Jerry Brown, the Face of California’s Old Order, the Ranch Is Calling.",19,1
U.S. Moves to Limit Emissions of Planet-Warming Methane.,16,0
The In-Law in the Trump Inner Circle: Jared Kushner’s Steadying Hand.,20,1
Top Democrats Press Treasury to Accelerate Airline Bailout.,12,0
"Afghan Forces, Their Numbers Dwindling Sharply, Face a Resurgent Taliban.",18,0
Trump’s Symptoms Described as ‘Very Concerning’ Even as Doctors Offer Rosier Picture.,19,1
‘Afraid to Be a Nurse’: Health Workers Under Attack.,14,1
"Democratic Split on Impeachment Talk: Officials Avoid It, but Voters Are Eager for It.",20,1
Republicans Rebuke Trump for Siding With Putin as Democrats Demand Action.,15,1
Malaysia Arrests a Kosovo Hacker Linked to ISIS.,11,0
How Colleges Became the New Covid Hot Spots.,10,1
State Officials Say They Are Told Too Little About Election Threats.,13,1
France’s Role in Three Conflicts Displays a More Muscular Policy.,14,0
Strikes by Taxi Drivers Spread Across China .,10,0
"Africa Braces for Coronavirus, but Slowly.",10,0
Budget Deficit on Path to Surpass $1 Trillion Under Trump.,15,1
Violent Protests in Egypt Pit Thousands Against Police.,11,1
"In Year Before Florida Shooting, Suspect’s Problems Multiplied.",15,1
"Tom Jago Dies at 93; in the Spirits Industry, a Maker of Best Sellers.",21,0
Ivory Coast Leader Swayed by Force as He Considers Exit.,14,1
"Italians Find Promise of Antibodies Remains Elusive, for Now.",14,0
"Canada, Too, Faces a Reckoning With History and Racism.",14,0
"Dallas Gunman Had Plans for Wider Attack, Police Say.",13,1
How Trump’s Idea for a Photo Op Led to Havoc in a Park.,18,1
Putin Pardons American-Israeli Swept Up in Geopolitical Game.,15,0
"Lifted From a Russian Lake, a Big, if Fragile, Space Rock.",18,0
Medical Marijuana Research Hits Wall of U.S. Law.,13,0
"Two Impeachments, but Two Radically Different Accusations.",15,1
Border Deployment Will Take Weeks.,7,0
Momentum to Remove Confederate Symbols Slows or Stops.,11,0
Iraq’s Sunni Strategy Collapses in Ramadi Rout.,13,1
"Trump Promotes Diplomatic Gains, but North Korea Continues Building Missiles.",14,0
"Losing Water, California Tries to Stay Atop Economic Wave.",13,1
Effects of the 2013 ‘Taper Tantrum’ Linger Over Fed Policy.,20,0
Spoiler Alert! G.O.P. Fighting Libertarian’s Spot on the Ballot.,20,1
"After Victory Over ISIS in Tikrit, Next Battle Requires a New Template.",16,0
"Supreme Court Rules in Capital Cases, Overturning a Death Sentence.",16,0
"After Big Ben Rings Out, the Sound of Silence in London.",14,0
Trump’s Mideast Plan Leaves Palestinians With Few Options.,14,1
Milwaukee Officer Is Acquitted in Killing of Sylville Smith.,14,1
Myanmar Military Still Big Power Despite Opposition Victory.,10,0
Dozens Killed in Large Explosions in Syrian Capital.,12,0
Exhibit A in Debate Over Castro’s State.,11,0
"ISIS Is Massacring Mosul Civilians as Troops Advance, U.N. Says.",21,0
"Elated, Furious, Wary: Impeachment Divides Voters, Like Everything Trump.",20,1
"TikTok Deal Exposes a Security Gap, and a Missing China Strategy.",15,1
"Xi Jinping May Delay Picking China’s Next Leader, Stoking Speculation.",17,1
Indonesian Candidate Masters a System He Is Said to Disdain.,14,0
Prosecutors Cite Stowage and Design in Korean Disaster.,11,0
"At Venezuela’s Border, a Strange and Deadly Showdown Over Aid.",15,1
"Boeing 737 Max Hit Trouble Right Away, Pilot’s Tense Radio Messages Show.",20,1
Glass Beads Made in Czech Village Adorn Bodies of the World’s Tribes.,17,0
"Recordings, Posted Online, Rattle Officials in Turkey.",13,0
"In Poland, a Stubborn Defender of Judicial Independence.",12,0
"Moscow Crushes an Uprising, This Time an Artistic One.",14,0
"Trump Tweets and Golfs, but Makes No Mention of Virus’s Toll.",17,1
Security Council Condemns Nuclear Test by North Korea.,11,1
Australia Deploys Sheepdogs to Save a Penguin Colony.,12,0
"ISIS Official
Killed in U.S. Raid in Syria,
Pentagon Says.",19,1
Turkey in Turmoil and Chaos Since Purge Aimed at Dissenters.,15,1
Obama Not Rushing to Act on Signs Syria Used Chemical Arms.,14,1
How a Newspaper War in New Orleans Ended: With a Baked Alaska and Layoffs.,18,1
"In Homeland, Liberia Native Finds Resilience Amid Horror.",11,1
Istanbul Park Becomes Scene of Violence After Reopening.,11,0
"Over 21 Miles of Highway, Snapshots of a Resilient Houston.",17,1
Son of Muammar el-Qaddafi Sentenced to Death in Libya.,17,0
Saudis Step Up Help for Rebels in Syria With Croatian Arms.,14,1
TV Ratings for Election Night Approached 2008 Record.,15,0
Farmer on Trial Defends Smuggling Migrants: ‘I Am a Frenchman.’.,18,1
"Republicans Attack House Democrats on Impeachment, and Democrats Change the Subject.",16,1
"Wives and Children of ISIS: Warehoused in Syria, Unwanted Back Home.",19,1
Afghan Elite Borrowed Freely From Kabul Bank.,11,0
Conservatives With a Cause: ‘We’re Right’.,13,1
"John C. Truesdale, Labor Relations Board Chief, Dies at 89.",19,0
Ryan Sets Votes on Immigration as Moderates’ Revolt Falls Short.,14,1
"Hillary Clinton, Mocking and Taunting in Debate, Turns the Tormentor.",16,1
Brunei Says It Won’t Execute Gays After Protests of Stoning Law.,19,0
Video by Wife of Keith Scott Shows Her Pleas to Police.,13,1
Boston Bomb Inquiry Looks Closely at Russia Trip.,11,1
Ex-Judge Chosen by U.N. to Gather Evidence of Syria War Crimes.,18,0
"In New Health Care Era, Blessings and Hurdles.",12,1
Supreme Court to Rule on N.C.A.A. Limits on Paying College Athletes.,20,0
"Using U.S. Dollars, Zimbabwe Finds a Problem: No Change.",16,1
Unrest Follows Broadcast of Video Showing Prison Abuse in Georgia.,13,0
"In Virginia Trial of McDonnell and Wife, an Imposing Judge Sets the Pace.",17,0
"France Debates How to Rebuild Notre-Dame, Weighing History and Modernity.",17,0
Kyrgyzstan President Is Offered Passage From Country.,11,0
"North Korean Band Abruptly Leaves China, Its Concerts Canceled.",15,0
Pompeo Refuses to Say What U.S. Would Do if Israel Annexes West Bank.,21,0
U.S. Sees a Terror Threat; Pakistanis See a Heroine.,17,0
"As Diplomatic Efforts Stall in Syria, U.N. Says It Will End Its Observer Mission.",20,0
U.N. Struggles to Stem Haiti Cholera Epidemic.,14,0
"Trump Gives Conditional Go Ahead on Peace Deal With Taliban, Officials Say.",15,0
Obama Says Hillary Clinton Wouldn’t Intentionally Endanger U.S. With Emails.,19,0
"Gene La Rocque, Decorated Veteran Who Condemned Waste of War, Dies at 98.",22,0
"One Year After Women’s March, More Activism but Less Unity.",16,1
Russian Tanker Completes Arctic Passage Without Aid of Icebreakers.,14,0
Romney Camp Stirred Storm Over Gay Aide.,11,1
U.S. to Curb Queries on Criminal Histories of Government Job Seekers.,17,0
Berlin After the Wall: A Microcosm of the World’s Chaotic Change .,18,1
Bannon Is Given Security Role Usually Held for Generals.,12,1
"In Boston, Snow and Icy Winds Postpone Patriots’ Parade.",15,0
"Behind Battle Over Debt, a War Over Government.",11,1
Doubts Rise in Rwanda as Election Is Held.,12,0
"As Oil Money Melts, Alaska Mulls First Income Tax in 35 Years.",19,1
Torrent of Syrian Refugees Strains Aid Effort and Region.,11,1
"Bowe Bergdahl Should Not Be Imprisoned, Army Investigator Says.",16,1
"At Pentagon, Fears Grow That Trump Will Pull Military Into Election Unrest.",16,1
"Russian Snipers, Missiles and Warplanes Try to Tilt Libyan War.",16,1
Italian and Palestinian Protesters Wounded by Israeli Forces.,11,0
China Ban on Items for Nuclear Use to North Korea May Stall Arms Bid.,16,0
Afghans’ Distrust Threatens U.S. War Strategy .,15,1
More Border Controls as Europe Stalls on Migrant Quotas.,13,1
"At Prayer Breakfast, Guests Seek Access to a Different Higher Power.",14,1
Charles Neville of the Neville Brothers Is Dead at 79.,14,0
Trump Pressed Australian Leader to Help Barr Investigate Mueller Inquiry’s Origins.,15,1
Arab League Votes to Suspend Syria Over Crackdown.,12,1
Matthew Whitaker: An Attack Dog With Ambition Beyond Protecting Trump.,13,1
Mexico Targets Gang That Infiltrated the Mining Industry.,12,0
"William Reese, Leading Seller of Rare Books, Is Dead at 62.",17,0
Instructor for Air Force Is Convicted in Sex Assaults.,14,0
"Biden Plans to Tap Lloyd Austin, Former Iraq Commander, as Defense Secretary.",16,1
"As Migrants Risk Crossing the English Channel, French Fishing Boats Pay a Price.",17,0
"In High Seas, China Moves Unilaterally.",11,0
Patriot Act Faces Revisions Backed by Both Parties.,11,1
Chemnitz Protests Show New Strength of Germany’s Far Right.,16,1
U.S. Consolidates Forces in Europe to Save Money.,14,0
"As Gunman Rampaged Through Florida School, Armed Deputy ‘Never Went In’.",17,1
"With Subtraction and Addition, Haiti Sets Its Presidential Runoff.",12,0
Success on Political Front Can Be Setback in Gay Rights.,13,1
Billionaire to Spend $30 Million on 2018 Elections. His Aim: Impeach Trump.,24,0
Showdown Nears on Debt as Obama Warns of ‘Crisis’.,15,1
Cameron Seeks Vast Changes in England’s Health Service.,13,0
Mueller’s Focus on Adviser to Emirates Suggests Broader Investigation.,16,1
Secrecy Surrounding Senate Health Bill Raises Alarms in Both Parties.,15,1
North Korea Fires Medium-Range Ballistic Missile.,11,0
G.O.P. Insider Fuels Tea Party and Suspicion.,15,1
Shanghai Expo Sets Record With 73 Million Visitors.,12,0
‘Mayors for Mike’: How Bloomberg’s Money Built a 2020 Political Network.,22,1
"One Day in America: More Than 121,000 Coronavirus Cases.",19,1
"Rage and Promises Followed Ferguson, but Little Changed.",11,1
