prompt,prompt_len,target
Good morning Tweeple of the sun! What you all up to?,16,1
@Spandexx hahahaha wtf dianne????? who twitters that lol...i guess it depends who the person is.....,25,1
"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",23,0
@TonyaRae @RachieRach3 Getting dizzy. Going to have to lower my original raise. Please don't think any less of me.,32,0
@edwelker make sure you practice your hooping today!,14,0
@Doc_the_BigMan hey! Ive never caught enyone on live before!,20,1
"I'm so confused about the weather, is it really gonna be sunny? or is it really gonna rain?",24,0
"@XKirstyxo haha  I love Dnt Regret It Now with Tyga &lt;3 But just randomly, DeLeon sings on Tifanny Blews! Haha like one line.. XD",40,1
Making a birthday song to a special person!!,10,0
"Brian (cat) still hasn't shown up...I feel sad and sick, I'm afraid he's been eaten by something.    It doesn't look  good",38,0
I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.,29,0
Last day for MACYS friends &amp; family sale! Going shopping after we meet w/our mortgage broker.,24,0
@shortyyyy It was only $8.00 for the curtain and the two rugs  it makes bathing exciting hahaha!,26,1
I have a better idea: need a couple hour of relax. bed time. Sweet dreams to everyone!  love u all,26,1
@clairemaxwell i know that feeling way too well - have a nice walk,17,1
"@bubbles3563 Hey, nothing wrong with that!",14,0
@alyankovic Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,23,0
@fly_meaway I'm sorry hon  I know how it feels though...I'm usually crazy but at a family gathering I'd probably hold back like that also,38,1
@Serenity265 Thanks hun! Next time we'll all go again,17,1
Guess I'll be running in a little bit. Accidentally fell asleep,16,0
http://pic.gd/fad84c One Sunday night at Helsinki. We hadn't drink anything... xD yeah RIGHT!,28,1
@Cre8tiveSin sarcasm?  i need a PJ to fly to the hotspots and party and fly home for work the next day,28,0
@willembuchner I'm putting in Societe Generale in China. Very interesting stuff but has me away too much ... gotta fix that!,32,0
"@brookehaskins 07 !!! It's bloody quick,, even my gran could drift it   http://twitpic.com/4ja93",34,0
our south style exhibition is on in less than a week  member fresh gallery otara!,19,1
@Carlkr please wear glasses in your next video!  you look amazing in them.,19,1
@KimPossible40 If you're living under a bridge you need GOATS! If it gets bad come up &amp; stay w/me-we'll fit you in.,40,0
I think its time for a snack  Then to get day 7 sent out... oh the procrastination,21,0
"@TimmyTenga awesome, I'm looking at sourcing some as well.",17,1
will deplurk too. buhbyeee  http://plurk.com/p/rp3ir,23,1
@geskoi Sorry to hear.,8,0
@PITCHERPARK i want her more on Survivor!!,13,1
Hey! Let's Follow each other! Wouldn't that just be awesome!?,18,1
looking for new ideas for my blog,8,1
@aquapunk @_Mintyfresh Thanks very much!!,13,1
watching miss cytheria,5,1
@MaryKathrynK Yikes!  I hope she was okay.  I never her heard her say her tummy hurt.,26,0
surgery effin hurts,5,0
"you tell yo mamma an em i axe how she durrin, and that i said happy mothers day.",22,1
Happy Star Wars Day  Im going to make some pasta get showered and dressed and then watch some films. I like days off. I have 3 days off,33,1
You can't take this feeling away from me&lt;3. going to lay down &amp; watch a movie.,27,1
"These nice boys realized that we were too short to see over them at the concert and moved   Ugggg, now it's time to pack.  Early flight.",35,0
It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...,27,0
"o, and happy mothers day",7,1
@Katarinea Oh wow  ouch...,9,0
got back from walking to school gotta go back around one or two that heat almost gave me a stroke,21,0
@RaleighWood Raj wasn't on the list.  So Scoop or Bandit.,18,0
Kill me now I'm so sick    n it's Friday night!!,17,0
What do u see in her that i dont have  @Shadez,15,0
@bbrownnewcolleg congratulations!,8,1
@THE_WOCKEEZ I'm missin u guys by a day!! Ill b there tomorrow  butttt see u june 18th with the blockkkkk!!!!,38,0
Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy,35,1
so many things to think about when preparing for a marathon.  aye dios.,17,0
@formicadinette - Yipe! I'm sorry to hear that,17,1
@pourpresheep lol. thanks babe!,11,1
"Still in bed enjoying the spring  sunshine streaming in the window, woke at 5am rigid, extreme pain and exhausted but i'm positive today",31,1
I wish my sister lived near me,8,0
Getting a little mowing the grass in this evening!  fun,13,1
I had a GREAT night with Justine and the boys and all the westconn people I met tonight haha,21,1
"Writers:&quot;They just make me wonder,why are you foisting all the little pipe dreams stories in your head onto other people?&quot; I like writing",34,1
@clairmc my riding time has been dismal too during these rainy weeks.  haven't been able to make myself to go to the gym instead.,33,0
@TheMrsH I saw an all red Audi on the highway. I sped uo to it hoping it was you. My loss,27,0
im so fed up!!!...,7,1
zzzzz.. best friend going to europe in a few hours  .. i'm gonna miss her! hope she has fun though,27,0
Holidays are now over - not fair!!,9,0
the sun is waking me up. what a beautiful day,12,1
The girl across the hall says her cat got out when the landlord was showing her apt.  so heartbreaking,22,0
@gfalcone601 hmmm toughie! haha you are so alike to tom with all these questions  xx,27,1
@joepolitics Last night was awesome! Thanks for all the hard work you put into it! Off to get some coffee now...,27,1
@thepresidentJx3 should I still come? Its gonna be a while,16,0
@taylorswift13 :] Today is a bank holiday so not many places will be open until tomorrow.         Welcome back!,28,0
"@TheStevieOs Yes it's herrrrr.  Dude, I'm gonna fucking cry.",22,0
thinkin &amp; tryin 2 figure out lifes tricks,14,0
@PaperCakes  i hate when that happens. i hope you figure it out soon!,19,0
@dai_bach daps were the best lol,11,1
Last 3 days of school....I'm sad but happy but anxious.....,17,0
@tamij Where'd that ? come from? No pup for now. But certainly in the near future. Maybe a beagle. It depends. I do muss my fatboy.,38,0
morning twit-friends! welcome to my new followers,11,1
@a_tall_blonde   ~~Hello~~~  and thanks for the follow.,18,1
A little 3 mile run done!  22.5 minutes...  I'm exhausted!  Not impressed with the HRM...,29,0
Killer headache  I want my food to be here!,12,0
@CourtneySit Hey are you quiet today or is it me...work was nuts today...no tweeting time,22,0
"@filce Haha I know, I cant handle the fame!  and thank you!",19,1
@sassij That's good to hear - morning,13,1
Check out my song &quot;time to lose it&quot; on www.myspace.com/flownyce you'll enjoy it I promise,32,0
Doin the Damn Thing Here at the Crib..Bout to Watch Star Trek... Yup,19,1
@cherrythegreat hay naku!!madaya ka talaga ah hehe ..hey happy mothers day to your mom nga pala  @baditz and to your mom also,34,1
@alidg take me with you!!!  Have fun!,14,1
@jkarney  #amtarot Thank you so much!,15,1
@tfollowers thanks 4 the folow,10,1
"That little girl holly!  find some time! Aw, she'll get loads of votes now I bet!",24,1
"I might be a snob, because my friend-follower ratio is 6",16,0
can't make it to graduation...,9,0
"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !",23,0
Went to mikey's cousin's wedding. His mom caught the bouquet.,18,1
@1sweetwhirl remember the guy who 1st #tweetbud you! ~&gt; @yashved_2890  help him get 900 flwrs &amp; make him smile!,49,1
@erin_elaine Our chandelier is here! I seriously don't know how 2 get it through our door without sending it crashing down our steps,32,0
about to go to acting school  yayay,10,1
"@RobPattinson444 thank you for accepting my request!! must take care of my little girl, maybe i write back later",29,1
Won a gps at post prom,7,1
@ikklePickle haha I fail  just remember sohcahtoa xD,16,1
@David_Henrie hahaha. you make me laugh.,13,1
first compree over .. completed the exam in 2 hrs instead of the alloted 3,20,1
@sharonhayes #twappy http://bit.ly/D9qVk,19,1
No kickboxing classes today  pretty bummed. Still going to work out hard. http://myloc.me/1ZT0,28,0
@tracey1972 Morning babe!  I plan on overdoing it today! lol Hope you do rest &amp; put your feet up! xxxx,34,1
Goingto the airport soon and then going to meet my wedding photographer!! Can't wait,19,0
@Nat4daWorks hope the show is going well!  just wanted u to know that im home now.. muah!,27,1
I am officially a kindergarten cop,7,1
OMG 17 again... I'm so buying that on DVD   Yeahness for another good movie  Also thanks to my movie buddies :],30,1
off to my cousins confirmation + confirmation party,9,0
had an awsome salad! I recommend getting the Spicey buffalo chicken salad!,17,1
"@JayceiiNc im disgusted as well and baron, spelling lessons homie!! haha it's &quot;effort&quot; and &quot;team&quot; r u shwasty? shloshed?  i love you",50,0
Beautiful morning here in the mountains,7,1
&quot;We did it we did it oh yea yea yea no eating here tonite woo eating here tonight no no no eating here tonite you on a diet&quot; finding nemo,39,1
"@wendyandlisa unfortunately, I will miss Girl Bros. Radio tonight. Will be in the midst of an all night writing session",28,0
@AYEJILLA &amp; @andrewEMT suck at trying to scare people but are good at killing naps.   http://myloc.me/218m,36,0
@Catboy_Dubai Enjoy sounds idyllic AND Geordiebird has lost her bikini...perfect holiday!,22,1
"@macpowell I'M AWAKE, AND HAPPY!",14,1
My sisser is moving tomorrow and of makes me sad  actually I guess technically in a couple of hours since it's already Friday.,29,0
"@philritchie Boom, and if you will, boom! Saw the movie last night - really enjoyed it",23,1
@natsnapper haha. Booked my lie in last night. Just woke up. Must have needed it!!,24,1
@eyyJD Heard that your dad would be going here in September. Would you also come with him?,23,0
The wedding couldn't have been more perfect,10,1
@Bern_morley where are you? In Bris? I can't hear any thunder,20,0
"@VSchlesinger Hey, look who's on twitter   Very kewl",18,0
@J0HNNYWYATT amazing tonight glad I could share it with you baby. You are my sunshine,23,1
@mahhsaayyy imagine i would say&quot;bitch!&quot; lol if i were ma d! haha but im not cuz ur cool,31,0
Employee orientation for serco  yayy.. I'm excited/nervous!!!! Wish me luck!,21,1
@roflwolf yeah they are basically awesome,9,1
@sparklej man i cant go on sunday cause im helping out all day at the piano recital. this sucks,23,0
"@xomorganjane aw, sad  I was looking forward to seeing you!",18,0
Ouch!!... Stomachace.... I ate a lot...,14,0
"Oh my Gosh,so close to finishing my song! I can't wait!",19,1
@mikefoong lol i like challenges  the more impossible the more i want to try!,20,1
"just woke up, hopefully going to see the Xmen film today?",15,1
I need a break! I NEED KITKAT! haha!,13,1
@rossmcw Happy birthday. Let us know what you get up to old boy,18,0
The voice of Nemo turns 15 today. Thanks #NPR,14,1
Warren and Hannah are dead ... oh my godd!! Seriousslyyy this is a tragidy !,23,0
@texasjackflash thnx 4 the follow,11,1
"@joeymcintyre  Missed all your tweets again Joe, damn that time difference!!! (UK) Dont 4get about your fave supporters in the UK!!!  xx",36,0
@henryandfriends thank for Thinking of us and caring,12,1
You can't spell #melo without e m and o...  &lt;3 to my favorite blogging site.,25,1
Ughh none of my apps are working !  phone why do you hate me !,18,0
@vixx1983 haha so the whole worlds there then lol,16,1
@mileycyrus Workin ur crazy sched. has to be tiring..its gotta  be hard being famous  but jus kno u have Bazillionz of fans supprtin u,39,0
@ragazza_matta take my &quot;how well do you know me&quot; quiz!! i made one the other day... no one took it yet  i put pics from yday on fb xx,45,1
"Had a blast, babe. Thanks joe. &lt;3  i love everyone! Tyler...happy birthday.",24,1
going to watch boy in the striped pj's hope i don't cry,17,1
@clubflys no decleration yet but crazy ass Koreans aren't playing nice anymore  what do u thinks next? I'm thinking war,31,0
I miss you,4,0
Watching Bleach,3,1
im blonding ... slowly but surely im blonding ... i wana scratch my hair but im not allowed,21,0
"feeling sorry for Ian. He broke up with his gf, i feel reali sad cos he feels down!  wish i can give him a huge hug right now",33,0
@jocalling hope our wishes come true someday.,11,1
@artistiquemeg wooohooo! I'm fourth row back,16,1
@kamathvasanth: wait till the vacation ends! u shud be cycling a lot then!,22,0
Bahh the police ended the party @ 5!!  Just when i was starting....,19,0
There's a huge bulldyke eyein me,12,0
hahaha yay emily i m cool  @emilystack,11,1
tonight was fun,5,1
@mikekang That is super sad   How is Bart etc holding up?,17,0
@lucashardy how are you gonna get them? I got bitten,15,0
@rockeye I might give it another go.,11,0
@GericaQuinn lmao haha nice lolz it's all good though. i can wait  lol,22,1
sweet situations.,4,0
@NancyLeeGrahn IS she in grade 5?  I can't do my daughters grade 4 math...soo sad,28,0
"I hate Fallout 3 it keeps making me jump, I'm also low on health, money, ammo and food  don't worry I'll get through it.",37,0
I WILL CRY!!!!!!!!    I can't believe that I lost the chat!!!,17,0
